SITE,N CHICKS,DATE,AGE CHICKS,START TIME,END TIME,IVIs,IVInum
147,1,19-Jul-18,5,06:15:25,06:25:08,NA,NA
147,1,20-Jul-18,6,06:39:23,06:51:46,NA,NA
3,3,19-Jul-18,4,06:57:46,07:03:08,NA,NA
3,3,20-Jul-18,5,05:19:15,05:23:44,NA,NA
3,4,21-Jul-18,6,04:07:03,04:17:14,NA,NA
3,4,22-Jul-18,7,05:12:26,05:22:44,NA,NA
3,4,23-Jul-18,8,03:52:54,03:58:29,NA,NA
3,4,24-Jul-18,9,04:41:44,04:49:55,NA,NA
3,4,25-Jul-18,10,05:16:24,05:26:57,NA,NA
3,4,26-Jul-18,11,04:33:47,04:45:13,NA,NA
3,4,27-Jul-18,12,04:16:54,04:30:38,NA,NA
3,4,28-Jul-18,13,09:17:58,09:22:40,NA,NA
3,4,29-Jul-18,14,04:41:38,04:47:31,NA,NA
3,4,30-Jul-18,15,07:02:43,07:23:33,NA,NA
3,3,08-Aug-18,24,07:17:43,07:19:56,NA,NA
3,2,09-Aug-18,25,16:19:55,16:30:27,NA,NA
3,2,10-Aug-18,26,15:06:39,15:08:12,NA,NA
3,2,11-Aug-18,27,09:12:22,09:17:30,NA,NA
18,2,14-Jul-18,2,09:03:38,09:07:02,NA,NA
18,2,15-Jul-18,3,07:28:26,07:34:40,NA,NA
18,3,16-Jul-18,4,05:36:46,05:44:58,NA,NA
18,4,17-Jul-18,5,03:35:00,03:39:20,NA,NA
18,4,18-Jul-18,6,05:08:01,05:12:30,NA,NA
18,4,19-Jul-18,7,06:46:10,06:52:30,NA,NA
18,4,19-Jul-18,7,06:30:46,06:41:03,NA,NA
18,4,21-Jul-18,9,04:51:47,05:01:51,NA,NA
18,4,22-Jul-18,10,05:49:13,05:57:30,NA,NA
18,4,23-Jul-18,11,04:30,04:37:30,NA,NA
18,4,24-Jul-18,12,05:35:00,05:47:09,NA,NA
18,4,25-Jul-18,13,05:16:49,05:30:18,NA,NA
18,4,26-Jul-18,14,07:01:33,07:14:19,NA,NA
18,4,27-Jul-18,15,04:08:13,04:11:13,NA,NA
18,4,28-Jul-18,16,05:16:04,05:21:06,NA,NA
18,4,29-Jul-18,17,04:35:00,04:52:30,NA,NA
18,4,30-Jul-18,18,04:55,05:05:00,NA,NA
18,3,31-Jul-18,19,05:19:00,05:27:33,NA,NA
18,3,01-Aug-18,20,06:15:00,06:19:09,NA,NA
18,3,02-Aug-18,21,04:44:00,04:50:00,NA,NA
18,3,03-Aug-18,22,04:18:21,04:43:02,NA,NA
18,3,04-Aug-18,23,06:35:51,06:42:46,NA,NA
18,3,05-Aug-18,24,06:12:33,06:13:17,NA,NA
18,3,06-Aug-18,25,05:01:34,05:02:29,NA,NA
18,3,07-Aug-18,26,06:14:49,06:15:01,NA,NA
18,3,08-Aug-18,27,11:13:14,11:13:47,NA,NA
18,3,09-Aug-18,28,05:37:43,06:13:47,NA,NA
18,3,10-Aug-18,29,07:26,07:26:21,NA,NA
18,3,12-Aug-18,31,09:27:33,09:35:00,NA,NA
22,2,13-Jul-18,2,04:45:00,04:52:46,NA,NA
22,2,13-Jul-18,2,01:55:52,02:03:05,NA,NA
22,3,15-Jul-18,4,06:39:12,06:52:30,NA,NA
22,3,16-Jul-18,5,04:03:07,04:09:08,NA,NA
22,3,17-Jul-18,6,04:45:00,05:00:00,NA,NA
22,3,18-Jul-18,7,06:06:16,06:10:00,NA,NA
22,3,19-Jul-18,8,04:01:00,04:12:00,NA,NA
22,3,20-Jul-18,9,03:40:00,03:47:30,NA,NA
22,3,21-Jul-18,10,07:05:00,07:17:30,NA,NA
22,3,22-Jul-18,11,07:12:44,07:17:30,NA,NA
22,3,23-Jul-18,12,04:29:21,04:32:30,NA,NA
22,3,24-Jul-18,13,06:50:36,07:04:18,NA,NA
29,2,15-Jul-18,2,03:14:51,03:22:31,NA,NA
29,3,16-Jul-18,3,14:00:00,14:08:44,NA,NA
29,3,17-Jul-18,4,11:08:21,11:11:45,NA,NA
29,1,24-Jul-18,11,13:20:00,13:28:42,NA,NA
29,1,25-Jul-18,12,04:10:08,04:13:13,NA,NA
29,1,26-Jul-18,13,13:19:41,13:28:37,NA,NA
29,1,27-Jul-18,14,08:43:27,08:48:41,NA,NA
29,1,28-Jul-18,15,04:18:20,04:20:00,NA,NA
29,1,29-Jul-18,16,07:07:00,07:11:10,NA,NA
29,1,30-Jul-18,17,07:19:39,07:27:00,NA,NA
29,1,01-Aug-18,18,04:50:30,04:55:00,NA,NA
29,1,02-Aug-18,19,04:52:25,04:56:22,NA,NA
29,1,03-Aug-18,20,05:00:00,05:10:00,NA,NA
29,1,04-Aug-18,21,04:37:54,04:43:53,NA,NA
29,1,05-Aug-18,22,04:58:23,05:06:33,NA,NA
29,1,06-Aug-18,23,03:54:09,03:58:02,NA,NA
29,1,07-Aug-18,24,05:08:47,05:28:02,NA,NA
30,3,19-Jul-18,4,19:05:58,19:18:50,NA,NA
30,3,20-Jul-18,5,03:36:35,03:52:30,NA,NA
30,3,21-Jul-18,6,05:11:55,05:19:30,NA,NA
30,3,22-Jul-18,7,04:59:41,05:07:05,NA,NA
30,3,23-Jul-18,8,04:05:00,04:10:54,NA,NA
30,3,24-Jul-18,9,04:35:00,04:47:30,NA,NA
30,3,25-Jul-18,10,07:40:00,07:52:30,NA,NA
30,3,27-Jul-18,12,13:40:00,13:54:37,NA,NA
30,3,28-Jul-18,13,09:10:00,09:22:30,NA,NA
30,3,01-Aug-18,17,06:51:46,06:54:12,NA,NA
33,1,20-Jul-18,1,06:57:40,07:06:29,NA,NA
33,2,21-Jul-18,2,02:30:23,02:36:50,NA,NA
33,2,25-Jul-18,5,15:45:02,16:03:12,NA,NA
33,2,26-Jul-18,5,13:43:29,13:50:25,NA,NA
33,2,27-Jul-18,7,04:55:00,05:03:20,NA,NA
33,2,28-Jul-18,8,05:40:12,05:48:15,NA,NA
33,2,29-Jul-18,9,10:32:26,10:38:05,NA,NA
33,2,30-Jul-18,10,10:41:59,10:48:40,NA,NA
33,2,31-Jul-18,11,07:15:00,07:20:42,NA,NA
33,2,01-Aug-18,12,05:05:58,05:11:12,NA,NA
33,2,02-Aug-18,13,05:00:00,05:05:00,NA,NA
33,2,03-Aug-18,14,05:00:12,05:04:42,NA,NA
33,2,04-Aug-18,15,04:51:55,04:56:04,NA,NA
33,2,05-Aug-18,16,05:00:38,05:04:09,NA,NA
33,2,06-Aug-18,17,05:55:38,06:03:21,NA,NA
33,2,06-Aug-18,17,09:04:06,09:20:49,NA,NA
33,2,08-Aug-18,19,08:09:09,08:24:56,NA,NA
33,2,09-Aug-18,20,08:49:06,09:09:07,NA,NA
33,2,10-Aug-18,21,05:41:00,05:51:08,NA,NA
33,2,11-Aug-18,22,04:49:59,04:52:01,NA,NA
33,2,12-Aug-18,23,09:19:47,09:24:05,NA,NA
33,2,13-Aug-18,24,06:06:56,06:08:59,NA,NA
45,2,19-Jul-18,2,19:01:47,19:08:57,NA,NA
45,3,20-Jul-18,3,07:38:25,07:48:45,NA,NA
45,3,21-Jul-18,4,08:30:46,08:40:38,NA,NA
45,3,22-Jul-18,5,03:33:32,03:42:49,NA,NA
45,3,23-Jul-18,6,05:55:22,06:04:27,NA,NA
45,3,24-Jul-18,7,04:43:08,04:54:41,NA,NA
45,3,25-Jul-18,8,06:39:55,06:46:35,NA,NA
45,3,26-Jul-18,9,07:54:13,08:03:56,NA,NA
45,3,27-Jul-18,10,04:34:51,04:45:26,NA,NA
45,3,06-Aug-18,21,13:05:56,13:08:12,NA,NA
45,3,07-Aug-18,22,04:51:21,04:54:21,NA,NA
45,3,08-Aug-18,23,04:12:47,04:15:32,NA,NA
45,3,09-Aug-18,24,08:13:15,08:16:06,NA,NA
45,3,10-Aug-18,25,07:32:28,07:35:24,NA,NA
45,3,11-Aug-18,26,12:31:56,12:35:00,NA,NA
45,3,12-Aug-18,27,05:16:44,05:18:51,NA,NA
45,3,13-Aug-18,28,08:14:37,08:17:27,NA,NA
45,3,14-Aug-18,29,06:11:43,06:13:51,NA,NA
